Respondent_ID,Persona_Label,Is_Outlier,Q1_Age_Group,Q2_Gender,Q3_City_Tier,Q4_Occupation,Q5_Monthly_Income,Q6_Shopping_Frequency,Q7_Platforms_Used,Q8_Avg_Order_Spend,Q9_Key_Purchase_Factor,Q10_Returns_Frequency,Q11_Product_Categories,Q12_Colour_Preferences,Q13_Occasions,Q14_Style_Personality,Q15_Ethnic_Wear,Q16_Bundle_Preferences,Q17_Price_Sensitivity,Q18_Social_Platform,Q19_D2C_Purchase_Hist,Q20_Sustainability_Pay,Q21_Ideal_Monthly_Budget,Q21_Budget_Numeric_INR,Q22_Digital_Trust_Score,Q23_Influencer_Purchase,Q24_Market_Gap_Perception,Q25_Purchase_Intent_Raw,Q25_Purchase_Intent_Label
R1453,BudgetStudent,False,18–24,Female,Tier-2,Student,"₹40,000–₹75,000",Occasionally,Ajio|Amazon|Meesho|Brand website|Instagram/Social,"₹500–₹1,000",Price/Discounts|Brand trust,Often,T-shirts|Shorts/Skirts|Activewear,Prints & Patterns,College/Campus|Casual outings|Dates/Parties|Travel|Gym/Workout,Trendy/Street style,Yes – regularly,Co-ord set+Accessories|3 basics for ₹999|Curated outfit box|Ethnic+western bundle,3.0,YouTube,No,Definitely yes,"₹500–₹1,000",790.0,1.0,Yes – once or twice,Low fabric quality|High prices,Somewhat likely,Interested
R1454,PremiumShopper,False,35–44,Female,Metro,Freelancer,Above ₹1.5L,Rarely,Myntra|Amazon|Flipkart|Brand website,"₹2,500–₹5,000",Price/Discounts|Brand trust,Rarely,T-shirts|Tops/Blouses|Dresses|Co-ord sets|Jackets/Blazers|Shorts/Skirts|Ethnic-Western Fusion,Neutrals|Pastels|Bold/Bright,Office/Work|Casual outings|Festivals|Travel,Ethnic-Western Fusion,Yes – regularly,Top+Bottom combo,5.0,Instagram,Yes,Maybe – if quality is great,"₹500–₹1,000",1190.0,4.0,Yes – many times,Poor size range|Low fabric quality,Somewhat likely,Interested
R1455,TrendyUrban,True,25–34,Female,Tier-1,Student,"₹20,000–₹40,000",Frequently,Myntra|Ajio|Amazon|Flipkart|Brand website,"₹2,500–₹5,000",Price/Discounts|Trendy designs,Never,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Shorts/Skirts,Dark tones|Prints & Patterns|Earth tones,College/Campus|Office/Work|Casual outings|Travel|Gym/Workout|Work-from-home,Classic/Formal,I buy both equally,Top+Bottom combo,5.0,,No,Maybe – if quality is great,"₹2,500–₹5,000",500.0,1.0,Yes – many times,Poor size range,Very likely,Interested
R1456,PremiumShopper,False,25–34,Prefer not to say,Metro,Self-employed,"₹75,000–₹1.5L",Occasionally,Ajio|Amazon|Flipkart|Instagram/Social,"₹1,000–₹2,500",Brand trust|Fabric quality,Rarely,Jeans/Denim|Tops/Blouses|Jackets/Blazers|Activewear,Neutrals|Dark tones|Earth tones,Office/Work|Gym/Workout|Work-from-home,Classic/Formal,Yes – occasionally,Top+Bottom combo|Co-ord set+Accessories|Curated outfit box|Ethnic+western bundle,5.0,YouTube,No,Maybe – if quality is great,"Above ₹10,000",9320.0,5.0,Yes – once or twice,Poor size range|Limited ethnic-fusion,Unlikely,Not Interested
R1457,TrendyUrban,False,25–34,Female,Tier-2,Salaried – Private,,Very frequently,Myntra|Ajio,"₹500–₹1,000",Brand trust|Fast delivery,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Activewear,Neutrals|Dark tones,Office/Work|Dates/Parties|Gym/Workout,Trendy/Street style,No – western only,Co-ord set+Accessories|Curated outfit box,3.0,Instagram,No,Maybe – if quality is great,"₹2,500–₹5,000",4150.0,5.0,Yes – once or twice,Poor size range|Low fabric quality,Very likely,Interested
R1458,TrendyUrban,False,25–34,Male,Metro,Salaried – Private,"₹20,000–₹40,000",Frequently,Brand website|Instagram/Social,"₹2,500–₹5,000",Trendy designs|Easy returns,Sometimes,Jeans/Denim|Tops/Blouses|Dresses|Co-ord sets,Dark tones|Prints & Patterns|Earth tones,Casual outings|Dates/Parties|Festivals|Gym/Workout,Trendy/Street style,Yes – regularly,3 basics for ₹999|Curated outfit box|Seasonal wardrobe kit,3.0,Pinterest,Yes,Haven't thought,"₹2,500–₹5,000",3950.0,4.0,Yes – many times,Poor size range|Low fabric quality,Somewhat likely,Interested
R1459,HousewifeTier2,False,25–34,Female,Tier-2,Freelancer,"₹20,000–₹40,000",Occasionally,Flipkart|Meesho|None,Below ₹500,Fabric quality|Trendy designs,Rarely,Jeans/Denim|Tops/Blouses,Neutrals,Casual outings|Festivals,Boho/Free-spirited,Yes – regularly,Co-ord set+Accessories|Ethnic+western bundle,2.0,WhatsApp/Friends,No,Haven't thought,"₹1,000–₹2,500",2120.0,1.0,No – but tempted,Designs not India-appropriate,Somewhat likely,Interested
R1460,BudgetStudent,False,18–24,Male,Tier-1,Salaried – Govt.,"Below ₹20,000",Occasionally,Myntra|Flipkart|Meesho,"₹500–₹1,000",Price/Discounts,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Shorts/Skirts|Activewear,Neutrals|Prints & Patterns,College/Campus|Casual outings|Festivals|Travel|Work-from-home,Minimalist,Yes – regularly,3 basics for ₹999,1.0,Instagram,Yes,Maybe – if quality is great,"₹500–₹1,000",860.0,2.0,Yes – once or twice,Poor size range|Low fabric quality,Neutral,
R1461,TrendyUrban,False,18–24,Non-binary,Tier-1,Freelancer,"₹75,000–₹1.5L",Occasionally,Myntra|Flipkart|Brand website|Instagram/Social,"₹500–₹1,000",Brand trust|Trendy designs,Never,Jeans/Denim|T-shirts|Tops/Blouses|Jackets/Blazers|Shorts/Skirts|Activewear,Neutrals|Bold/Bright|Dark tones,Casual outings|Dates/Parties|Travel|Gym/Workout|Work-from-home,Sporty/Athleisure,Yes – regularly,Seasonal wardrobe kit,2.0,Instagram,No,Definitely yes,"₹1,000–₹2,500",1710.0,4.0,No – but tempted,Designs not India-appropriate|Limited ethnic-fusion,Somewhat likely,Interested
R1462,HousewifeTier2,False,35–44,Female,Tier-3 / Rural,Salaried – Private,"Below ₹20,000",Rarely,Amazon,"₹1,000–₹2,500",Price/Discounts|Brand trust,Never,T-shirts,Neutrals|Bold/Bright|Earth tones,Office/Work|Casual outings|Festivals,Ethnic-Western Fusion,Yes – occasionally,3 basics for ₹999|Ethnic+western bundle,1.0,WhatsApp/Friends,Not aware,No – price matters,"₹500–₹1,000",540.0,3.0,Yes – once or twice,Low fabric quality|Limited ethnic-fusion,Neutral,Neutral
R1463,HousewifeTier2,False,35–44,Prefer not to say,Tier-2,Salaried – Govt.,"₹40,000–₹75,000",Rarely,Myntra|Amazon|Flipkart,"₹1,000–₹2,500",Price/Discounts|Fabric quality,Never,Jeans/Denim|T-shirts|Tops/Blouses|Shorts/Skirts|Ethnic-Western Fusion,Pastels|Bold/Bright|Earth tones,Casual outings|Festivals|Travel,Ethnic-Western Fusion,Yes – regularly,Top+Bottom combo|3 basics for ₹999,2.0,YouTube,Yes,Maybe – if quality is great,"₹500–₹1,000",710.0,1.0,Yes – once or twice,Designs not India-appropriate|Limited ethnic-fusion,,Interested
R1464,TrendyUrban,False,,Male,Tier-1,Salaried – Private,"₹40,000–₹75,000",Very frequently,Myntra|Ajio|Flipkart|Instagram/Social,"₹500–₹1,000",Fabric quality|Trendy designs,Sometimes,T-shirts|Tops/Blouses|Dresses|Co-ord sets|Shorts/Skirts|Ethnic-Western Fusion,,Casual outings|Dates/Parties|Gym/Workout,Trendy/Street style,No – western only,Co-ord set+Accessories|3 basics for ₹999|Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,4.0,Instagram,Not aware,Definitely yes,"₹1,000–₹2,500",1500.0,5.0,Yes – once or twice,Poor size range|Low fabric quality,Somewhat likely,Interested
R1465,BudgetStudent,False,18–24,Prefer not to say,Tier-2,Student,"₹20,000–₹40,000",,Myntra|Flipkart|Meesho,"₹1,000–₹2,500",Easy returns,Rarely,Jeans/Denim|T-shirts|Co-ord sets|Jackets/Blazers,Pastels|Bold/Bright|Prints & Patterns,College/Campus|Casual outings|Festivals,Minimalist,I buy both equally,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999|Seasonal wardrobe kit,2.0,,Yes,No – price matters,,1580.0,5.0,No – but tempted,High prices,Neutral,Neutral
R1466,TrendyUrban,True,35–44,Male,Metro,,"₹75,000–₹1.5L",Occasionally,Instagram/Social,"₹1,000–₹2,500",Fabric quality|Trendy designs,Sometimes,Jeans/Denim|T-shirts|Shorts/Skirts|Ethnic-Western Fusion,Pastels|Bold/Bright|Dark tones,College/Campus|Casual outings|Dates/Parties|Travel|Gym/Workout|Work-from-home,Boho/Free-spirited,No – western only,Top+Bottom combo|Co-ord set+Accessories,5.0,Instagram,Yes,Maybe – if quality is great,"₹2,500–₹5,000",,5.0,Yes – many times,Poor size range|Low fabric quality,Very likely,Interested
R1467,HousewifeTier2,False,55+,Female,Tier-1,Homemaker,"₹40,000–₹75,000",Rarely,Amazon,"₹500–₹1,000",Price/Discounts,Sometimes,T-shirts|Dresses|Co-ord sets,,Festivals|Work-from-home,Ethnic-Western Fusion,Yes – occasionally,Top+Bottom combo,2.0,YouTube,Not aware,No – price matters,"₹1,000–₹2,500",2230.0,2.0,Yes – once or twice,Poor size range|Limited ethnic-fusion,Neutral,Neutral
R1468,ProfessionalWoman,False,25–34,Female,Metro,Freelancer,"₹75,000–₹1.5L",Occasionally,Myntra|Amazon|Flipkart,"₹1,000–₹2,500",Price/Discounts|Brand trust,Never,T-shirts|Dresses|Co-ord sets|Shorts/Skirts,Neutrals|Bold/Bright|Dark tones,Office/Work|Casual outings|Festivals,Ethnic-Western Fusion,Yes – occasionally,3 basics for ₹999|Seasonal wardrobe kit,3.0,Pinterest,No,Maybe – if quality is great,"₹2,500–₹5,000",3960.0,,Yes – once or twice,Designs not India-appropriate|Poor returns/service,Somewhat likely,Interested
R1469,HousewifeTier2,False,35–44,Female,Tier-1,Homemaker,"Below ₹20,000",Occasionally,Amazon|Meesho|Instagram/Social|None,"₹500–₹1,000",Price/Discounts|Fabric quality,Rarely,T-shirts|Co-ord sets|Shorts/Skirts|Ethnic-Western Fusion,Pastels|Dark tones|Earth tones,Work-from-home,Sporty/Athleisure,Yes – regularly,Top+Bottom combo|3 basics for ₹999|Seasonal wardrobe kit,2.0,WhatsApp/Friends,Yes,Maybe – if quality is great,,1400.0,3.0,,Poor returns/service,Very likely,Interested
R1470,TrendyUrban,False,25–34,Male,Tier-1,Self-employed,Above ₹1.5L,Occasionally,Ajio|Amazon|Flipkart|Brand website|Instagram/Social,"₹2,500–₹5,000",Price/Discounts|Fabric quality,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Jackets/Blazers,Bold/Bright|Prints & Patterns,College/Campus|Office/Work|Casual outings|Dates/Parties|Travel|Gym/Workout,Trendy/Street style,I buy both equally,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999|Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,2.0,Instagram,Not aware,Definitely yes,"₹5,000–₹10,000",7940.0,4.0,Yes – once or twice,Designs not India-appropriate|Limited ethnic-fusion,Very likely,Interested
R1471,PremiumShopper,False,45–54,Non-binary,Tier-1,Self-employed,Above ₹1.5L,Very frequently,Myntra|Amazon|Brand website|Instagram/Social,"Above ₹5,000",Trendy designs,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Co-ord sets|Shorts/Skirts,Bold/Bright,Casual outings|Dates/Parties|Festivals|Travel|Work-from-home,Classic/Formal,No – western only,3 basics for ₹999|Seasonal wardrobe kit,5.0,YouTube,Yes,Definitely yes,"₹2,500–₹5,000",4380.0,3.0,Yes – once or twice,Poor size range|Low fabric quality,Very likely,Interested
R1472,TrendyUrban,False,25–34,,Tier-1,Salaried – Private,"₹40,000–₹75,000",Very frequently,Myntra|Amazon,"₹2,500–₹5,000",Fabric quality|Trendy designs,Rarely,Jeans/Denim|Tops/Blouses|Co-ord sets|Shorts/Skirts|Ethnic-Western Fusion,Bold/Bright|Dark tones|Earth tones,Casual outings|Dates/Parties|Travel|Work-from-home,Minimalist,Yes – regularly,3 basics for ₹999|Curated outfit box|Ethnic+western bundle,5.0,WhatsApp/Friends,Yes,Maybe – if quality is great,"₹2,500–₹5,000",,3.0,Yes – once or twice,Low fabric quality|High prices,Somewhat likely,Interested
R1473,TrendyUrban,False,18–24,Female,Metro,Salaried – Private,Above ₹1.5L,Very frequently,Myntra|Ajio|Flipkart|Instagram/Social,"₹1,000–₹2,500",Price/Discounts|Brand trust,Rarely,T-shirts|Dresses|Co-ord sets|Jackets/Blazers|Shorts/Skirts|Activewear,Neutrals|Pastels|Bold/Bright,Dates/Parties|Festivals|Travel|Work-from-home,Trendy/Street style,No – western only,Top+Bottom combo|Co-ord set+Accessories|Seasonal wardrobe kit,4.0,Instagram,Yes,Haven't thought,"₹1,000–₹2,500",1710.0,2.0,Yes – many times,Designs not India-appropriate|Limited ethnic-fusion,Neutral,Neutral
R1474,PremiumShopper,False,45–54,Female,Metro,Self-employed,"₹40,000–₹75,000",Rarely,Amazon|Flipkart|Meesho,"₹1,000–₹2,500",Brand trust|Fabric quality,Often,Jeans/Denim|Dresses|Co-ord sets|Jackets/Blazers|Ethnic-Western Fusion,Neutrals|Dark tones|Earth tones,Office/Work|Casual outings|Dates/Parties|Festivals|Work-from-home,Minimalist,Yes – occasionally,Co-ord set+Accessories|Curated outfit box|Ethnic+western bundle,4.0,Instagram,Yes,Definitely yes,"Above ₹10,000",12020.0,5.0,Yes – once or twice,Limited ethnic-fusion|Poor returns/service,Very likely,Interested
R1475,TrendyUrban,False,25–34,Female,Tier-1,Student,"₹20,000–₹40,000",Very frequently,Myntra|Ajio|Flipkart|Meesho|Brand website|Instagram/Social,"₹1,000–₹2,500",Brand trust|Trendy designs,Rarely,T-shirts|Tops/Blouses|Co-ord sets|Jackets/Blazers|Activewear,Bold/Bright|Prints & Patterns,Casual outings|Dates/Parties|Work-from-home,Classic/Formal,No – western only,Co-ord set+Accessories,4.0,Instagram,Not aware,No – price matters,"₹2,500–₹5,000",3330.0,3.0,Yes – many times,Low fabric quality|Limited ethnic-fusion,,Interested
R1476,HousewifeTier2,False,45–54,,Tier-1,Homemaker,"₹20,000–₹40,000",Occasionally,Myntra|Amazon|Meesho,"₹1,000–₹2,500",Brand trust|Fabric quality,Sometimes,T-shirts|Tops/Blouses|Dresses|Co-ord sets|Activewear|Ethnic-Western Fusion,Neutrals|Prints & Patterns|Earth tones,Dates/Parties|Travel,Trendy/Street style,No – western only,,3.0,YouTube,Not aware,Maybe – if quality is great,"₹1,000–₹2,500",1940.0,2.0,No – but tempted,Poor size range|Limited ethnic-fusion,Neutral,Neutral
R1477,ProfessionalWoman,False,35–44,Female,Tier-2,Salaried – Govt.,"₹40,000–₹75,000",Occasionally,Myntra|Meesho|Brand website|Instagram/Social,"₹500–₹1,000",Trendy designs|Fast delivery,Rarely,Jeans/Denim|Tops/Blouses|Jackets/Blazers|Ethnic-Western Fusion,Neutrals|Dark tones|Prints & Patterns,Office/Work|Casual outings|Festivals|Travel|Work-from-home,Sporty/Athleisure,Yes – regularly,Top+Bottom combo,3.0,Pinterest,Yes,Definitely yes,"₹1,000–₹2,500",1710.0,3.0,No – never,Low fabric quality,Somewhat likely,Interested
R1478,BudgetStudent,False,Under 18,Female,Tier-2,Student,"₹40,000–₹75,000",Occasionally,Myntra|Amazon|Meesho,Below ₹500,,Rarely,T-shirts|Co-ord sets|Shorts/Skirts,Pastels|Dark tones|Prints & Patterns,College/Campus|Casual outings|Travel,Trendy/Street style,Yes – regularly,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999,3.0,YouTube,Yes,No – price matters,"₹500–₹1,000",820.0,1.0,Yes – once or twice,Low fabric quality|Designs not India-appropriate,Definitely not,Not Interested
R1479,ProfessionalWoman,False,25–34,Male,Metro,Salaried – Private,"₹40,000–₹75,000",Frequently,Myntra|Ajio|Amazon|Flipkart|Meesho|Instagram/Social,"₹1,000–₹2,500",Brand trust|Trendy designs,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Co-ord sets,Neutrals|Pastels|Earth tones,Office/Work|Casual outings|Dates/Parties|Festivals|Gym/Workout|Work-from-home,Classic/Formal,Yes – occasionally,Curated outfit box|Ethnic+western bundle,4.0,Instagram,No,Maybe – if quality is great,"₹5,000–₹10,000",6630.0,3.0,Yes – once or twice,Designs not India-appropriate|High prices,Neutral,
R1480,HousewifeTier2,False,45–54,Female,Tier-2,Homemaker,"Below ₹20,000",Frequently,Myntra|Amazon|Flipkart|Meesho,"₹1,000–₹2,500",Brand trust|Fabric quality,Rarely,T-shirts|Tops/Blouses|Dresses|Co-ord sets,Pastels|Dark tones|Prints & Patterns,Casual outings|Dates/Parties,Ethnic-Western Fusion,Yes – occasionally,Ethnic+western bundle,1.0,WhatsApp/Friends,Not aware,No – price matters,"₹500–₹1,000",680.0,2.0,No – never,Limited ethnic-fusion|High prices,Neutral,Neutral
R1481,TrendyUrban,False,25–34,Prefer not to say,Tier-2,Salaried – Private,"₹40,000–₹75,000",Very frequently,Myntra|Brand website,"₹2,500–₹5,000",Price/Discounts|Brand trust,Sometimes,Jeans/Denim|Tops/Blouses|Dresses|Shorts/Skirts,Earth tones,College/Campus|Office/Work|Casual outings|Dates/Parties|Travel|Gym/Workout|Work-from-home,Classic/Formal,Yes – occasionally,Top+Bottom combo|Co-ord set+Accessories|Ethnic+western bundle,3.0,Instagram,No,No – price matters,"₹2,500–₹5,000",4130.0,5.0,No – but tempted,Low fabric quality,Very likely,Interested
R1482,TrendyUrban,False,18–24,Male,Metro,Salaried – Private,"₹40,000–₹75,000",Very frequently,Ajio|Flipkart,"₹2,500–₹5,000",,Sometimes,Jeans/Denim|Co-ord sets,Neutrals|Bold/Bright,,Trendy/Street style,No – western only,Co-ord set+Accessories,3.0,YouTube,No,No – price matters,"₹1,000–₹2,500",1640.0,5.0,Yes – many times,Low fabric quality|Limited ethnic-fusion,Somewhat likely,Interested
R1483,BudgetStudent,False,18–24,Female,Tier-2,Student,"₹20,000–₹40,000",Frequently,Myntra|Amazon|Instagram/Social,Below ₹500,Trendy designs,Rarely,Jeans/Denim|T-shirts|Activewear,Bold/Bright|Dark tones,College/Campus|Dates/Parties|Travel,,Yes – occasionally,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999,3.0,Instagram,No,No – price matters,₹0,140.0,2.0,No – never,High prices|Poor returns/service,Unlikely,Not Interested
R1484,ProfessionalWoman,False,25–34,Female,Tier-2,Salaried – Govt.,"₹75,000–₹1.5L",Frequently,Myntra|Ajio|Amazon|Flipkart|Brand website,"₹500–₹1,000",Brand trust|Fabric quality,Never,Jeans/Denim|Tops/Blouses|Dresses|Co-ord sets|Jackets/Blazers,Dark tones|Prints & Patterns|Earth tones,College/Campus|Casual outings|Festivals|Travel|Work-from-home,Trendy/Street style,Yes – occasionally,Top+Bottom combo|Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,1.0,Instagram,Yes,Definitely yes,,11390.0,2.0,Yes – once or twice,Poor size range|Low fabric quality,Somewhat likely,Interested
R1485,TrendyUrban,False,18–24,Male,Metro,Salaried – Private,"₹20,000–₹40,000",Occasionally,Instagram/Social,"₹2,500–₹5,000",Fabric quality,Never,Jeans/Denim|T-shirts|Tops/Blouses|Jackets/Blazers|Ethnic-Western Fusion,Bold/Bright|Prints & Patterns|Earth tones,Casual outings|Festivals,Trendy/Street style,I buy both equally,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999|Curated outfit box|Seasonal wardrobe kit,3.0,Pinterest,No,Maybe – if quality is great,"₹500–₹1,000",790.0,4.0,No – never,,Very likely,Interested
R1486,ProfessionalWoman,False,25–34,Female,Tier-1,Self-employed,"₹40,000–₹75,000",Occasionally,Flipkart,"Above ₹5,000",Brand trust|Easy returns,Sometimes,Jeans/Denim|Tops/Blouses|Dresses,Neutrals|Dark tones|Prints & Patterns,Office/Work|Festivals|Travel|Gym/Workout,Minimalist,No – western only,Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,5.0,Pinterest,Yes,Haven't thought,₹0,70.0,4.0,Yes – once or twice,Poor size range|Designs not India-appropriate,Very likely,Interested
R1487,TrendyUrban,False,,Female,Metro,Homemaker,"₹40,000–₹75,000",Occasionally,Brand website|Instagram/Social,"₹2,500–₹5,000",Fabric quality|Fast delivery,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Shorts/Skirts,Pastels|Bold/Bright|Dark tones,Office/Work|Dates/Parties|Festivals,Trendy/Street style,Yes – occasionally,Curated outfit box,4.0,Pinterest,No,Definitely yes,"₹5,000–₹10,000",6110.0,3.0,No – but tempted,Poor size range|Low fabric quality,Somewhat likely,Interested
R1488,ProfessionalWoman,False,35–44,Female,Tier-1,Freelancer,"₹40,000–₹75,000",Very frequently,Myntra|Ajio|Amazon|Instagram/Social,"₹1,000–₹2,500",Easy returns,Often,Tops/Blouses|Jackets/Blazers|Activewear,Neutrals|Dark tones|Earth tones,Casual outings|Festivals,Trendy/Street style,Yes – regularly,Top+Bottom combo|Co-ord set+Accessories|Ethnic+western bundle|Seasonal wardrobe kit,5.0,YouTube,Not aware,Definitely yes,"₹1,000–₹2,500",1240.0,5.0,Yes – once or twice,Low fabric quality|Poor returns/service,Somewhat likely,Interested
R1489,TrendyUrban,False,18–24,Female,Tier-1,Salaried – Private,Above ₹1.5L,Rarely,Myntra|Ajio|Instagram/Social,"₹2,500–₹5,000",Brand trust|Trendy designs,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Co-ord sets|Jackets/Blazers|Shorts/Skirts|Activewear|Ethnic-Western Fusion,Pastels|Bold/Bright,College/Campus|Casual outings|Dates/Parties|Travel,Boho/Free-spirited,No – western only,Co-ord set+Accessories|3 basics for ₹999|Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,2.0,Instagram,Yes,No – price matters,"₹2,500–₹5,000",2940.0,4.0,Yes – many times,Poor size range|Designs not India-appropriate,Somewhat likely,Interested
